PK_COD_ENTIDADE,ID_LATITUDE,ID_LONGITUDE,Nome_Escola,REDE,Municipio,NO_DISTRITO,Endereco,Nr_Endereco,Bairro,CEP,Telefone,Fax,Correio_Eletronico,Situacao_Funcionamento,ACESSIBILIDADE,DEPENDENCIAS_PNE,SANITARIO_PNE,REFEITORIO,DESPENSA,ALMOXARIFADO,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,SALA_ATENDIMENTO_ESPECIAL,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,COZINHA,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,SANITARIO_EI,BANHEIRO_CHUVEIRO,LAVANDERIA,DEPENDENCIAS_OUTRAS,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,INTERNET,BANDA_LARGA,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_TV,EQUIP_VIDEOCASSETE,ABRE_FINAL_SEMANA,NESCCRECHER,MATCRECHE,Dependencia_Administrativa,CATESCPRIVADA,
35058051,-46.7503,-23.4364,CEU EMEI PERA MARMELO,Pública,SAO PAULO,JARAGUA,RUA PERA-MARMELO,226,JARDIM SANTA LUCRECIA,5185420,39483920,,EMEICEUPERAMARMELO@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,10,10,Não,Não,40,Sim,Sim,Não possui,Sim,7,1,Sim,Sim,Sim,Sim,Não,Não,1,46,Municipal,,
35058063,-46.7503,-23.4364,CEU CEI PERA MARMELO,Pública,SAO PAULO,JARAGUA,RUA PERA-MARMELO,226,JARDIM SANTA LUCRECIA,5185420,39483935,39483934,CEICEUPERAMARMELO@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,14,14,Não,Não,70,Sim,Sim,Não possui,Sim,6,0,Sim,Sim,Sim,Sim,Sim,Não,1,299,Municipal,,
35058087,-46.7517,-23.4061,CEU CEI PERUS,Pública,SAO PAULO,PERUS,BERNARDO JOSE DE LORENA,SN,VILA FANTON,5203200,39158717,,CEICEUPERUS@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,14,14,Não,Sim,68,Sim,Sim,Possui,Sim,5,1,Sim,Sim,Sim,Sim,Sim,Não,1,297,Municipal,,
35058129,-46.5008,-23.6216,CEU CEI ROSA DA CHINA,Pública,SAO PAULO,SAPOPEMBA,CLARA PETRELA,113,JARDIM SAO ROBERTO,3978500,27012312,27012311,CEICEUROSADACHINA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,15,15,Não,Não,73,Sim,Sim,Possui,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Não,1,294,Municipal,,
35058178,-46.4492,-23.6035,CEU CEI SAO MATEUS,Pública,SAO PAULO,IGUATEMI,RUA CURUMATIM,201,PQ BOA ESPERANCA,8341240,27328148,27328111,CEICEUSAOMATEUS@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,15,15,Não,Não,66,Sim,Sim,Não possui,Sim,4,0,Sim,Sim,Sim,Sim,Sim,Não,1,303,Municipal,,
35058191,-46.7625,-23.4809,CEU EMEI VILA ATLANTICA,Pública,SAO PAULO,SAO DOMINGOS,RUA CORONEL JOSE VENANCIO DIAS,840,JARAGUA,5160030,39018733,39018734,EMEICEUVATLANTICA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,10,10,Não,Sim,43,Sim,Sim,Não possui,Sim,6,0,Sim,Sim,Sim,Sim,Sim,Não,1,97,Municipal,,
35058208,-46.7625,-23.4809,CEU CEI VILA ATLANTICA,Pública,SAO PAULO,SAO DOMINGOS,CORONEL JOSE VENANCIO DIAS,840,JARAGUA,5160030,39018715,,CEICEUVATLANTICA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,14,14,Não,Sim,70,Sim,Sim,Não possui,Sim,3,0,Sim,Sim,Sim,Sim,Não,Não,1,298,Municipal,,
35058440,-46.4123,-23.4956,CEU CEI VILA CURUCA,Pública,SAO PAULO,VILA CURUCA,MARECHAL TITO,3400,ITAIM PAULISTA,8115000,25636125,25636123,CEICEUVILACURUCA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,14,14,Não,Não,70,Sim,Sim,Possui,Sim,5,0,Sim,Sim,Não,Sim,Sim,Não,1,321,Municipal,,
35058488,-46.6806,-23.7677,CEU CEI TRES LAGOS,Pública,SAO PAULO,GRAJAU,DO BARRO BRANCO,SN,JARDIM NORONHA,4853015,59765611,,CEICEUTRESLAGOS@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,15,15,Não,Não,73,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Sim,Sim,Sim,Não,1,334,Municipal,,
35058853,-46.6599,-23.5341,CEI INDIR HIGIENOPOLIS,Privada,SAO PAULO,SANTA CECILIA,RUA CONSELHEIRRO BROTERO,888,SANTA CECILIA,1232010,36640375,,CEIHIGIENOPOLIS@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,8,8,Não,Não,27,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Não,Sim,Sim,Não,1,185,Privada,Filantropica,
35058865,-46651,-23.5233,CEI INDIR BOM RETIRO,Privada,SAO PAULO,SANTA CECILIA,RUA NORMA PIERUCCINI GIANNOTTI,55,BARRA FUNDA,1137010,33924170,,CEIBOMRETIRO@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,5,5,Sim,Não,15,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,105,Privada,Filantropica,
35058920,-46.6392,-23.5908,CR P CONV OSLAVIA BRAZ LEONIS,Privada,SAO PAULO,VILA MARIANA,RUA PEDRO MORGANTI,111,VILA MARIANA,4020070,50813932,,GFA.NOSSACRECHE@TERRA.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,6,6,Não,Não,14,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,60,Privada,Filantropica,
35059079,-46.5958,-23.6105,CR P CONV PAULO FREIRE,Privada,SAO PAULO,SACOMA,ESTRADA DAS LAGRIMAS,1046,IPIRANGA,4232000,20601306,,CEIPAULOFREIRE.UNAS@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,7,7,Não,Não,21,Sim,Sim,Não possui,Sim,1,0,Sim,Sim,Não,Sim,Sim,Não,1,120,Privada,Filantropica,
35059080,-46.6288,-23.5351,CR P CONV CENTRO SOCIAL DA CRIANCA,Privada,SAO PAULO,BOM RETIRO,RUA DJALMA DUTRA,30,LUZ,1103010,33150045,,CSCMADRECABRINI@TERRA.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,6,6,Não,Sim,19,Sim,Sim,Possui,Sim,4,2,Sim,Sim,Sim,Sim,Sim,Não,1,109,Privada,Filantropica,
35059183,-46.6261,-23.5244,CEI INDIR LAR CRIANCA FELIZ,Privada,SAO PAULO,BOM RETIRO,RUA PAULINO GUIMARAES,279,LUZ,1109020,32293109,32293109,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,8,8,Não,Não,17,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,128,Privada,Filantropica,
35059596,-46.6693,-23.4561,CR P CONV ANANDA MARGA LAR DE CRIANCA,Privada,SAO PAULO,CACHOEIRINHA,RUA ANTONIO LOPES DE BARROS,825,JARDIM PERI,2675000,39849857,,ANANDAMARGA_CRECHE@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,6,6,Não,Não,19,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,110,Privada,Filantropica,
35059808,-46.5096,-23.5244,CR P CONV VILALVA S,Privada,SAO PAULO,PENHA,RUA PUQUIXA,53,VILA RE,3656060,,,CEIVILALVAS@GLOBO.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,4,4,Não,Não,15,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,98,Privada,Filantropica,
35059973,-46.4835,-23.6022,CEI INDIR ESPACO CRIANCA,Privada,SAO PAULO,SAO MATEUS,RUA MARGARIDA CARDOSO DOS SANTOS,416,CIDADE SAO MATEUS,3961010,20195959,,ESPACOACAOSOCIAL@TERRA.COM.BR,Em Atividade,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,4,4,Sim,Não,10,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Sim,Sim,Sim,Não,1,59,Privada,Filantropica,
35059985,-46.4612,-23.6325,CEI INDIR MEIMEI II,Privada,SAO PAULO,SAO RAFAEL,RUA FERNANDO DA FONSECA,38,JARDIM RODOLFO PIRANI,8310080,27532390,,CEIMEIMEI2@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,5,5,Não,Não,11,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,65,Privada,Filantropica,
35060550,-46.7444,-23.6467,CEU CEI CASA BLANCA,Pública,SAO PAULO,JARDIM SAO LUIS,JOAO DAMASCENO,85,VILA DAS BELEZAS,5841160,55195247,,CEICEUCASABLANCA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,15,15,Não,Não,78,Sim,Sim,Possui,Sim,6,0,Sim,Sim,Sim,Sim,Sim,Não,1,355,Municipal,,
35060847,-46.7794,-23.6368,CEU CEI CAMPO LIMPO,Pública,SAO PAULO,CAMPO LIMPO,CARLOS LACERDA,678,PIRAJUSSARA,5789000,58434831,58434823,CEICEUCAMPOLIMPO@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,10,10,Não,Não,55,Sim,Sim,Possui,Sim,5,0,Sim,Não,Não,Sim,Não,Não,1,233,Municipal,,
35060948,-46.6888,-23.4481,CEU EMEI PAZ,Pública,SAO PAULO,BRASILANDIA,DANIEL CERRI,1549,JARDIM PARANA,2876170,39863422,39863417,EMEICEUPAZ@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,11,11,Não,Não,41,Sim,Sim,Possui,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Não,1,49,Municipal,,
35060963,-46.6888,-23.4481,CEU CEI PAZ,Pública,SAO PAULO,BRASILANDIA,DANIEL CERRI,1549,JARDIM PARANA,2876170,39863441,,CEICEUPAZ@PREFIETURA.SP.GOV.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,14,14,Não,Sim,81,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Não,Sim,Não,Não,1,378,Municipal,,
35061141,-46474,-23.5134,CEI INDIR JARDIM SAO CARLOS II,Privada,SAO PAULO,VILA JACUI,RUA SAO PEDRO DO JEQUITINHONHA,27 A,JARDIM SAO CARLOS,8062300,20433732,20433732,VILMABCHIOVETTI@BOL.COM.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,5,5,Não,Não,20,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Sim,Sim,Não,Não,1,122,Privada,Filantropica,
35061992,-46596,-23.6042,CEI INDIR GIRASSOL,Privada,SAO PAULO,IPIRANGA,ALMIRANTE MARIATH,44,IPIRANGA,4218040,22746865,,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,6,6,Não,Não,11,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,70,Privada,Filantropica,
35062029,-46.7032,-23765,CR P CONV A MAO COOPERADORA - NUCLEO VILA NATAL,Privada,SAO PAULO,GRAJAU,HIERAPOLIS,239,JARDIM SANTA FE ZONA SUL,4859090,55268973,,VNATAL@IBEST.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,6,6,Não,Não,17,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,116,Privada,Filantropica,
35072285,-46.4566,-23.6201,CEU CEI SAO RAFAEL,Pública,SAO PAULO,SAO RAFAEL,RUA CINIRA POLONIO,100,CONJUNTO PROMORAR RIO CLARO,8395320,,27521046,CEICEUSAORAFAEL@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,16,16,Não,Não,71,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Sim,Não,1,305,Municipal,,
35072473,-46.4383,-23.4925,CEI INDIR VIDA E ESPERANCA,Privada,SAO PAULO,SAO MIGUEL,RUA ABAITINGA,100,CIDADE NITRO OPERARIA,8010360,20319736,,CEIVIDAESPERANCA@IG.COM.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,7,7,Não,Não,13,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,75,Privada,Filantropica,
35072497,-46.7286,-23.4357,CR P CONV PRIMEIRO PASSO,Privada,SAO PAULO,JARAGUA,RUA CAMPO DAS LARANJEIRAS,84,JARDIM RINCAO,2991110,39461318,,PRIMEIROPASSO3@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,4,4,Não,Não,10,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,55,Privada,Filantropica,
35074640,-46.46,-23.5113,EMEI ANTONIO ROBERTO ALVES BRAGA DR,Pública,SAO PAULO,VILA JACUI,RUA DOS ESCOTEIROS,110,JARDIM DAS CAMELIAS,8050350,20523414,,EMEIARABRAGA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,8,8,Não,Não,41,Sim,Sim,Não possui,Sim,21,17,Sim,Sim,Sim,Sim,Sim,Não,1,25,Municipal,,
35074664,-46.4736,-23.5097,CEU EMEI CARLOS OLIVALDO DE SOUZA LOPES MUNIZ DR,Pública,SAO PAULO,VILA JACUI,CLAREAR,141,JARDIM SAO CARLOS ZONA LESTE,8062590,20454211,20454231,EMEICEUCARLOSOSLMUNIZ@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,10,10,Sim,Não,39,Sim,Sim,Possui,Sim,5,0,Sim,Sim,Não,Sim,Sim,Não,1,44,Municipal,,
35076168,-46.4664,-23.4934,EMEI YOLANDA BASSI PROFA,Pública,SAO PAULO,VILA JACUI,RUA CARDEIRO,12,VILA SANTA INES,3812110,25470960,,EMEIYBASSI@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,3,3,Não,Não,24,Sim,Sim,Possui,Sim,22,17,Sim,Sim,Sim,Sim,Não,Não,1,24,Municipal,,
35084177,-46.7137,-23.4947,EMEI OLGA CALIL MENAH PROFA,Pública,SAO PAULO,PIRITUBA,RUA URUTINGA,66,VILA PALMEIRAS,2933140,39767523,39926577,EMEIOCMENAH@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,4,4,Não,Sim,24,Sim,Sim,Possui,Sim,22,19,Sim,Sim,Sim,Sim,Não,Não,1,24,Municipal,,
35084220,-46.6873,-23.4821,EMEI FELIPE MESTRE JOU,Pública,SAO PAULO,FREGUESIA DO O,AVENIDA JOAO PAULO I,1347,PARQUE MONTEIRO SOARES,2738000,,39241946,EMEIFMESTRE@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,8,8,Não,Sim,39,Sim,Sim,Possui,Sim,18,15,Sim,Sim,Não,Sim,Sim,Não,1,50,Municipal,,
35084273,-46.5046,-23.5413,EMEI LUIZ GOMES CARDIM SANGIRARDI ENG,Pública,SAO PAULO,VILA MATILDE,RUA LEONOR DOMINGUES,244,JARDIM HERCILIA,3557040,27491667,27491667,EMEILGCSANGIRARDI@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,4,4,Não,Não,32,Sim,Sim,Possui,Sim,18,12,Sim,Sim,Sim,Sim,Sim,Não,1,25,Municipal,,
35084293,-46478,-23.5103,EMEI MIGUEL COSTA GEN,Pública,SAO PAULO,PONTE RASA,ARROJADO LISBOA,37,JARDIM COTINHA,3887010,20423378,22809978,EMEIMCOSTA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,4,4,Não,Não,22,Sim,Sim,Possui,Sim,22,17,Sim,Sim,Sim,Sim,Sim,Não,1,71,Municipal,,
35084311,-46.4805,-23617,EMEI ATAULFO ALVES,Pública,SAO PAULO,SAO MATEUS,CACHOEIRA DE MINAS,172,JARDIM SANTA ADELIA,3973050,29191689,20153215,EMEIAALVES@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,5,4,Sim,Sim,32,Sim,Sim,Possui,Sim,25,17,Sim,Sim,Sim,Sim,Sim,Não,1,24,Municipal,,
35084323,-46.4536,-23602,EMEI FELIPE DOLIVEIRA,Pública,SAO PAULO,IGUATEMI,ANTONIO PAVAO,5,PARQUE BOA ESPERANCA,8341070,27311580,27313205,EMEIFOLIVEIRA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,6,6,Não,Não,30,Sim,Sim,Possui,Sim,19,16,Sim,Sim,Sim,Sim,Não,Não,1,48,Municipal,,
35084359,-46.7678,-23.5875,EMEI ALUISIO DE ALMEIDA,Pública,SAO PAULO,RAPOSO TAVARES,RUA JOSE XAVIER GUIMARAES,12,JARDIM LUCIA,5545080,37825295,37829752,EMEIALUISIOALMEIDA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,4,4,Não,Sim,35,Sim,Sim,Possui,Sim,27,17,Sim,Sim,Sim,Sim,Não,Não,1,50,Municipal,,
35084372,-46759,-23.5574,EMEI RONALDO PORTO MACEDO PROF,Pública,SAO PAULO,RIO PEQUENO,DOUTOR FRANCISCO PATTI,345,VILA SAO FRANCISCO,5352090,37636989,,EMEIRPMACEDO@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,5,5,Não,Não,35,Sim,Sim,Possui,Sim,25,17,Sim,Sim,Sim,Sim,Sim,Não,1,41,Municipal,,
35085510,-46.5682,-23.5705,EMEI CORNELIO PIRES,Pública,SAO PAULO,AGUA RASA,PRACA MANOEL DE MESQUITA,15,VILA INVERNADA,3350040,29650372,20283688,EMEICPIRES@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,4,4,Não,Não,28,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Sim,Sim,Sim,Não,1,25,Municipal,,
35085522,-46.5265,-23.5911,EMEI ORIGENES LESSA,Pública,SAO PAULO,SAPOPEMBA,AVENIDA EGIDIO MARTINS,SN,VILA PRIMAVERA,3390010,21547468,21541098,EMEIOLESSA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,8,8,Não,Não,46,Sim,Sim,Não possui,Sim,22,16,Sim,Sim,Não,Sim,Não,Não,1,48,Municipal,,
35085571,-46.4696,-23.6249,EMEI MANOEL FIEL FILHO,Pública,SAO PAULO,SAO RAFAEL,RUA DOUTOR ARISTIDES RICARDO,297,PARQUE SAO RAFAEL,8311270,29191512,29191512,EMEIMFIEL@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,4,4,Não,Sim,36,Sim,Sim,Possui,Sim,12,6,Sim,Sim,Sim,Sim,Não,Não,1,48,Municipal,,
35087117,-46.6734,-23.4608,EMEI LUCAS NOGUEIRA GARCEZ GOV,Pública,SAO PAULO,BRASILANDIA,RUA JOSE DA COSTA GAVIAO,140,JARDIM CECY,2872000,38512560,38513284,EMEILNGARCEZ@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,6,6,Não,Não,41,Sim,Sim,Possui,Sim,6,0,Sim,Sim,Sim,Sim,Sim,Não,1,25,Municipal,,
35087185,-46.4638,-23.5012,EMEI JARDIM PEDRO JOSE NUNES,Pública,SAO PAULO,VILA JACUI,RUA FLOR DE SAO MIGUEL,261,JARDIM PEDRO JOSE NUNES,8061020,20370819,22970263,EMEIJPJNENES@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,6,6,Não,Sim,34,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Não,Sim,Sim,Não,1,75,Municipal,,
35087212,-46.4857,-23.5437,EMEI IBIAPABA MARTINS,Pública,SAO PAULO,ARTUR ALVIM,MARIA EUGENIA CELSO,295,PARQUE ARTUR ALVIM,3568050,27418360,,EMEIMARTINS@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,4,4,Não,Não,32,Sim,Sim,Não possui,Sim,21,17,Sim,Sim,Sim,Sim,Sim,Não,1,50,Municipal,,
35087221,-46.4794,-23.5444,EMEI LUCIANO ROBERTO PROF,Pública,SAO PAULO,ARTUR ALVIM,RUA PADRE CLAUDIO GOMES,75,CONJ HABIT PADRE MANOEL DA NOBREGA,3590020,27416413,27414316,EMEILROBERTO@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,3,3,Não,Não,29,Sim,Sim,Possui,Sim,22,19,Sim,Sim,Sim,Sim,Sim,Não,1,25,Municipal,,
